ax,ay,az,gx,gy,gz
-0.23,-1.45,10.24,-0.09,0.05,-0.01
-0.23,-1.45,10.23,-0.1,0.05,-0.01
-0.23,-1.45,10.22,-0.11,0.05,-0.01
-0.22,-1.45,10.24,-0.11,0.06,-0.01
-0.22,-1.45,10.24,-0.11,0.06,-0.02
-0.26,-1.44,10.23,-0.11,0.06,-0.01
-0.23,-1.43,10.21,-0.11,0.06,-0.01
-0.26,-1.45,10.24,-0.11,0.05,-0.02
-0.25,-1.42,10.21,-0.1,0.05,-0.01
-0.25,-1.45,10.22,-0.11,0.06,-0.01
-0.23,-1.44,10.21,-0.1,0.05,-0.01
-0.25,-1.44,10.2,-0.11,0.06,-0.02
-0.24,-1.47,10.27,-0.14,0.07,-0.02
-0.22,-1.45,10.18,-0.08,0.04,-0.01
-0.28,-1.41,10.25,-0.09,0.05,-0.01
-0.23,-1.48,10.22,-0.1,0.08,-0.01
-0.25,-1.39,10.09,-0.07,0.07,-0.01
-0.24,-1.4,10.18,-0.1,0.07,-0.01
-0.26,-1.48,10.36,-0.16,0.09,-0.02
-0.24,-1.49,10.28,-0.11,0.06,-0.01
-0.26,-1.45,10.16,-0.1,0.06,-0.01
-0.24,-1.4,10.17,-0.13,0.08,-0.01
-0.23,-1.46,10.3,-0.13,0.07,-0.01
-0.26,-1.46,10.27,-0.11,0.06,-0.02
-0.29,-1.44,10.2,-0.11,0.06,-0.01
-0.27,-1.46,10.21,-0.11,0.06,-0.01
-0.26,-1.47,10.25,-0.12,0.07,-0.01
-0.27,-1.48,10.34,-0.14,0.05,-0.01
-0.22,-1.42,10.05,-0.05,0.02,0
-0.23,-1.47,10.26,-0.12,0.06,-0.02
-0.26,-1.49,10.26,-0.11,0.06,-0.02
-0.25,-1.47,10.22,-0.09,0.05,-0.01
-0.29,-1.44,10.2,-0.1,0.06,-0.01
-0.26,-1.42,10.22,-0.12,0.06,-0.01
-0.23,-1.43,10.23,-0.11,0.05,-0.01
-0.28,-1.43,10.2,-0.1,0.05,-0.01
-0.24,-1.42,10.19,-0.1,0.05,-0.01
-0.23,-1.44,10.22,-0.1,0.04,-0.01
-0.23,-1.43,10.2,-0.09,0.05,-0.01
-0.24,-1.45,10.21,-0.1,0.05,-0.01
-0.23,-1.46,10.22,-0.11,0.05,-0.01
-0.23,-1.44,10.18,-0.11,0.05,-0.01
-0.24,-1.42,10.19,-0.11,0.05,-0.01
-0.25,-1.45,10.22,-0.11,0.06,-0.02
-0.23,-1.42,10.22,-0.11,0.06,-0.01
-0.25,-1.42,10.23,-0.11,0.06,-0.01
-0.26,-1.44,10.19,-0.11,0.06,-0.01
-0.24,-1.44,10.21,-0.11,0.05,-0.01
-0.22,-1.43,10.18,-0.09,0.05,-0.01
-0.27,-1.47,10.21,-0.12,0.06,-0.02
-0.23,-1.47,10.26,-0.13,0.07,-0.02
-0.2,-1.43,10.08,-0.05,0.04,0
-0.27,-1.42,10.4,-0.14,0.06,-0.02
-0.2,-1.46,10.26,-0.12,0.08,-0.01
-0.23,-1.39,10.04,-0.06,0.07,0
-0.23,-1.41,10.22,-0.12,0.08,-0.01
-0.25,-1.51,10.38,-0.16,0.08,-0.02
-0.24,-1.47,10.22,-0.1,0.06,-0.01
-0.27,-1.42,10.16,-0.11,0.07,-0.01
-0.24,-1.41,10.2,-0.13,0.08,-0.01
-0.23,-1.44,10.3,-0.13,0.07,-0.02
-0.26,-1.44,10.25,-0.11,0.06,-0.02
-0.29,-1.43,10.2,-0.11,0.06,-0.01
-0.27,-1.43,10.19,-0.12,0.06,-0.01
-0.27,-1.47,10.26,-0.12,0.07,-0.01
-0.26,-1.48,10.21,-0.1,0.04,-0.01
-0.24,-1.41,10.09,-0.06,0.03,-0.01
-0.23,-1.44,10.25,-0.12,0.06,-0.02
-0.25,-1.48,10.3,-0.1,0.05,-0.01
-0.27,-1.48,10.2,-0.09,0.05,-0.01
-0.3,-1.42,10.21,-0.1,0.06,-0.01
-0.23,-1.43,10.25,-0.12,0.06,-0.01
-0.24,-1.43,10.21,-0.1,0.05,-0.01
-0.26,-1.42,10.19,-0.1,0.05,-0.01
-0.25,-1.42,10.22,-0.1,0.05,-0.01
-0.23,-1.43,10.23,-0.09,0.04,-0.01
-0.24,-1.46,10.21,-0.09,0.05,-0.01
-0.24,-1.42,10.2,-0.1,0.05,-0.01
-0.21,-1.42,10.19,-0.11,0.05,-0.01
-0.23,-1.42,10.23,-0.11,0.06,-0.01
-0.25,-1.42,10.23,-0.11,0.05,-0.02
-0.24,-1.42,10.22,-0.1,0.06,-0.01
-0.23,-1.41,10.22,-0.11,0.06,-0.01
-0.24,-1.41,10.22,-0.11,0.06,-0.01
-0.24,-1.39,10.24,-0.11,0.06,-0.01
-0.22,-1.42,10.22,-0.11,0.05,-0.01
-0.25,-1.44,10.2,-0.11,0.05,-0.01
-0.23,-1.42,10.2,-0.1,0.06,-0.01
-0.25,-1.44,10.25,-0.13,0.07,-0.02
-0.23,-1.47,10.25,-0.13,0.06,-0.01
