ax,ay,az,gx,gy,gz
-0.17,-1.12,10.1,0,0.01,0
-0.17,-1.13,10.22,-0.05,0.03,0
-0.17,-1.13,10.33,-0.05,0.03,-0.01
-0.21,-1.13,10.28,-0.03,0.05,-0.01
-0.17,-1.08,10.28,-0.02,0.04,0
-0.14,-1.03,10.28,-0.03,0.04,-0.01
-0.12,-1.03,10.3,-0.03,0.04,-0.01
-0.14,-0.98,10.17,-0.01,0.03,-0.01
-0.16,-0.96,10.29,-0.03,0.02,-0.01
-0.11,-0.97,10.28,-0.02,0.02,0
-0.1,-0.95,10.31,-0.02,0.02,0
-0.11,-0.95,10.29,-0.02,0.02,0
-0.1,-0.93,10.31,-0.02,0.02,0
-0.09,-0.88,10.3,-0.02,0.02,0
-0.08,-0.87,10.3,-0.02,0.02,-0.01
-0.05,-0.86,10.3,-0.02,0.01,-0.01
-0.05,-0.79,10.31,-0.01,0.02,-0.01
-0.06,-0.76,10.29,-0.02,0.02,-0.01
-0.02,-0.79,10.41,-0.05,0.02,-0.01
-0.01,-0.74,10.21,0.04,0,0
-0.07,-0.62,10.24,0.04,0.01,0
-0.03,-0.68,10.51,-0.11,0.06,-0.01
0.03,-0.67,10.15,-0.01,0.05,0
-0.04,-0.68,10.48,-0.06,0.03,-0.01
-0.01,-0.67,10.47,-0.04,0.02,-0.01
-0.02,-0.66,10.21,0,0.03,-0.01
0,-0.57,10.23,-0.03,0.04,-0.01
0.03,-0.51,10.3,-0.06,0.04,-0.01
0.05,-0.53,10.37,-0.08,0.04,-0.01
0.01,-0.52,10.34,-0.06,0.05,-0.01
0.02,-0.55,10.3,-0.06,0.05,-0.01
0.02,-0.56,10.33,-0.09,0.05,-0.01
0.03,-0.54,10.45,-0.15,0.06,-0.01
0.06,-0.52,10.18,-0.07,0.04,-0.01
0.05,-0.52,10.3,-0.08,0.04,-0.01
0.03,-0.56,10.41,-0.1,0.05,-0.01
0,-0.54,10.35,-0.11,0.06,-0.01
0.05,-0.53,10.3,-0.12,0.06,-0.01
0.03,-0.45,10.41,-0.16,0.08,-0.02
0.08,-0.5,10.23,-0.12,0.07,-0.01
0.04,-0.5,10.25,-0.14,0.06,-0.02
0.04,-0.51,10.29,-0.16,0.07,-0.02
0.03,-0.54,10.34,-0.17,0.07,-0.02
0.04,-0.56,10.36,-0.17,0.07,-0.01
0.03,-0.6,10.34,-0.16,0.07,-0.01
0.03,-0.61,10.33,-0.16,0.07,-0.01
0.02,-0.59,10.32,-0.17,0.07,-0.02
0.03,-0.6,10.27,-0.16,0.08,-0.02
0,-0.62,10.33,-0.18,0.08,-0.02
0.02,-0.64,10.38,-0.21,0.08,-0.02
0.05,-0.69,10.28,-0.16,0.06,-0.01
-0.01,-0.64,10.07,-0.01,0.05,0
-0.06,-0.71,10.44,-0.23,0.1,-0.02
0.03,-0.7,10.25,-0.17,0.11,-0.01
-0.07,-0.72,10.23,-0.16,0.09,-0.01
-0.05,-0.79,10.53,-0.22,0.08,-0.02
-0.02,-0.81,10.3,-0.18,0.08,-0.01
-0.04,-0.77,10.18,-0.17,0.09,-0.02
-0.04,-0.75,10.3,-0.21,0.1,-0.02
-0.05,-0.79,10.37,-0.21,0.1,-0.02
-0.05,-0.85,10.34,-0.2,0.1,-0.02
-0.08,-0.86,10.27,-0.18,0.09,-0.02
-0.08,-0.89,10.28,-0.19,0.08,-0.02
-0.1,-0.93,10.36,-0.21,0.1,-0.02
-0.08,-0.96,10.26,-0.19,0.07,-0.01
-0.1,-0.93,10.12,-0.12,0.06,-0.01
-0.09,-1,10.39,-0.19,0.08,-0.02
-0.15,-1.01,10.36,-0.17,0.09,-0.02
-0.13,-1.02,10.29,-0.15,0.09,-0.01
-0.13,-0.98,10.33,-0.17,0.08,-0.02
-0.11,-0.99,10.26,-0.17,0.09,-0.02
-0.12,-0.99,10.2,-0.15,0.07,-0.01
-0.17,-1.01,10.29,-0.16,0.07,-0.02
-0.12,-1.03,10.28,-0.15,0.06,-0.02
-0.1,-1.1,10.3,-0.14,0.06,-0.01
