ax,ay,az,gx,gy,gz
0.05,-1.27,10.25,-0.12,0.06,-0.01
0.07,-1.28,10.24,-0.12,0.06,-0.01
0.07,-1.31,10.27,-0.13,0.07,-0.01
0.05,-1.34,10.46,-0.17,0.06,-0.02
0.08,-1.26,10.1,-0.04,0.03,0
0.11,-1.29,10.23,-0.11,0.06,-0.02
0.08,-1.31,10.3,-0.11,0.06,-0.02
0.04,-1.31,10.28,-0.09,0.05,-0.01
0.01,-1.25,10.22,-0.09,0.05,-0.01
0.04,-1.24,10.28,-0.11,0.06,-0.01
0.05,-1.28,10.25,-0.11,0.05,-0.01
0.04,-1.29,10.25,-0.1,0.05,-0.01
0.06,-1.29,10.25,-0.1,0.05,-0.01
0.11,-1.28,10.29,-0.1,0.05,-0.01
0.1,-1.27,10.25,-0.09,0.04,-0.01
0.07,-1.28,10.25,-0.1,0.05,-0.01
0.09,-1.28,10.25,-0.11,0.05,-0.01
0.1,-1.28,10.28,-0.11,0.05,-0.01
0.1,-1.27,10.27,-0.1,0.05,-0.02
0.09,-1.26,10.24,-0.1,0.05,-0.02
0.05,-1.26,10.24,-0.11,0.06,-0.02
0.06,-1.26,10.3,-0.11,0.06,-0.01
0.08,-1.26,10.31,-0.11,0.06,-0.01
0.08,-1.26,10.26,-0.11,0.05,-0.01
0.1,-1.28,10.26,-0.11,0.05,-0.01
0.09,-1.26,10.25,-0.1,0.05,-0.01
0.08,-1.27,10.24,-0.1,0.06,-0.01
0.1,-1.28,10.32,-0.15,0.07,-0.02
0.11,-1.29,10.27,-0.12,0.05,-0.01
0.11,-1.21,10.1,-0.02,0.04,0
0.08,-1.29,10.31,-0.12,0.08,-0.02
0.11,-1.22,10.25,-0.09,0.07,-0.01
0.05,-1.23,10.12,-0.07,0.07,0
0.09,-1.29,10.42,-0.16,0.08,-0.02
0.07,-1.33,10.29,-0.13,0.06,-0.01
0.04,-1.28,10.19,-0.11,0.06,-0.01
0.1,-1.25,10.23,-0.13,0.08,-0.01
0.12,-1.27,10.32,-0.14,0.08,-0.01
0.05,-1.29,10.3,-0.12,0.07,-0.02
0.05,-1.27,10.29,-0.12,0.06,-0.01
0.07,-1.28,10.24,-0.12,0.07,-0.01
0.06,-1.3,10.25,-0.13,0.07,-0.01
0.02,-1.36,10.42,-0.17,0.07,-0.02
0.07,-1.29,10.11,-0.05,0.03,0
0.09,-1.27,10.21,-0.1,0.06,-0.01
0.08,-1.34,10.31,-0.12,0.06,-0.02
0.03,-1.33,10.31,-0.1,0.05,-0.01
0.04,-1.29,10.25,-0.09,0.05,-0.01
0.06,-1.26,10.25,-0.1,0.05,-0.01
0.09,-1.28,10.27,-0.11,0.06,-0.01
0.07,-1.27,10.25,-0.1,0.06,-0.01
0.05,-1.25,10.26,-0.1,0.05,-0.01
0.05,-1.28,10.26,-0.09,0.04,-0.01
0.07,-1.3,10.25,-0.09,0.04,-0.01
0.08,-1.3,10.25,-0.1,0.05,-0.01
0.09,-1.28,10.25,-0.1,0.05,-0.01
0.11,-1.27,10.28,-0.1,0.05,-0.01
0.08,-1.29,10.26,-0.11,0.05,-0.02
0.09,-1.27,10.29,-0.1,0.05,-0.01
0.08,-1.27,10.28,-0.11,0.05,-0.01
0.1,-1.28,10.29,-0.11,0.06,-0.01
0.08,-1.24,10.27,-0.11,0.06,-0.02
0.07,-1.25,10.27,-0.11,0.05,-0.01
0.08,-1.29,10.28,-0.11,0.05,-0.01
0.09,-1.27,10.25,-0.1,0.05,-0.01
0.07,-1.27,10.23,-0.11,0.06,-0.01
0.09,-1.3,10.33,-0.15,0.07,-0.02
0.11,-1.32,10.28,-0.11,0.05,-0.01
0.06,-1.23,10.16,-0.04,0.04,0
0.12,-1.3,10.3,-0.11,0.08,-0.01
0.11,-1.2,10.21,-0.08,0.07,-0.01
0.04,-1.22,10.12,-0.08,0.07,-0.01
0.05,-1.34,10.42,-0.16,0.08,-0.02
0.06,-1.34,10.32,-0.12,0.06,-0.01
0.06,-1.26,10.2,-0.11,0.07,-0.01
0.08,-1.23,10.2,-0.13,0.08,-0.01
0.11,-1.26,10.32,-0.14,0.08,-0.02
0.05,-1.33,10.33,-0.12,0.07,-0.02
0.04,-1.29,10.27,-0.12,0.06,-0.01
0.06,-1.28,10.23,-0.11,0.06,-0.01
0.07,-1.31,10.23,-0.12,0.07,-0.01
0.01,-1.36,10.45,-0.17,0.07,-0.02
0.06,-1.3,10.1,-0.05,0.03,0
0.08,-1.29,10.26,-0.1,0.06,-0.02
0.07,-1.34,10.34,-0.11,0.06,-0.02
0.06,-1.33,10.28,-0.09,0.05,-0.01
0.02,-1.3,10.22,-0.1,0.05,-0.01
0.05,-1.27,10.26,-0.11,0.06,-0.01
0.09,-1.28,10.27,-0.11,0.06,-0.01
0.06,-1.27,10.24,-0.1,0.05,-0.01
0.02,-1.29,10.25,-0.1,0.05,-0.01
0.08,-1.29,10.27,-0.09,0.04,-0.01
0.09,-1.3,10.26,-0.09,0.04,-0.01
0.07,-1.31,10.28,-0.1,0.05,-0.01
0.09,-1.3,10.24,-0.1,0.05,-0.01
0.09,-1.28,10.26,-0.11,0.05,-0.01
0.08,-1.3,10.25,-0.11,0.05,-0.02
0.04,-1.29,10.24,-0.11,0.05,-0.02
0.08,-1.27,10.25,-0.11,0.06,-0.01
0.09,-1.27,10.29,-0.11,0.06,-0.01
0.07,-1.27,10.27,-0.11,0.05,-0.02
0.08,-1.27,10.26,-0.11,0.05,-0.01
0.11,-1.29,10.22,-0.1,0.05,-0.01
0.1,-1.26,10.25,-0.11,0.06,-0.01
0.08,-1.3,10.35,-0.14,0.07,-0.02
0.11,-1.3,10.28,-0.1,0.04,-0.01
0.09,-1.23,10.24,-0.06,0.04,-0.01
0.12,-1.28,10.26,-0.1,0.08,-0.01
0.1,-1.23,10.17,-0.07,0.07,-0.01
0.09,-1.24,10.18,-0.09,0.07,-0.01
0.06,-1.33,10.41,-0.16,0.08,-0.02
0.03,-1.32,10.28,-0.11,0.05,-0.01
0.07,-1.26,10.19,-0.1,0.06,-0.01
0.11,-1.24,10.23,-0.13,0.08,-0.01
0.12,-1.27,10.34,-0.13,0.08,-0.01
0.04,-1.28,10.3,-0.12,0.06,-0.02
0.06,-1.28,10.28,-0.12,0.06,-0.01
0.07,-1.27,10.23,-0.11,0.06,-0.01
0.05,-1.29,10.25,-0.12,0.07,-0.01
0.02,-1.34,10.42,-0.16,0.07,-0.02
0.07,-1.27,10.08,-0.05,0.03,0
0.09,-1.29,10.24,-0.11,0.06,-0.02
0.03,-1.34,10.34,-0.11,0.06,-0.02
0.06,-1.35,10.29,-0.09,0.05,-0.01
0.04,-1.27,10.24,-0.09,0.05,-0.01
0.07,-1.28,10.27,-0.11,0.06,-0.01
0.1,-1.28,10.26,-0.11,0.06,-0.01
0.06,-1.28,10.23,-0.11,0.06,-0.01
0.06,-1.28,10.27,-0.1,0.05,-0.01
0.09,-1.29,10.27,-0.09,0.04,-0.01
0.07,-1.3,10.24,-0.09,0.04,-0.01
0.08,-1.27,10.27,-0.09,0.05,-0.01
0.09,-1.26,10.26,-0.11,0.05,-0.01
0.12,-1.27,10.29,-0.11,0.05,-0.01
0.1,-1.28,10.28,-0.1,0.05,-0.01
0.1,-1.27,10.27,-0.1,0.05,-0.01
0.08,-1.27,10.28,-0.11,0.05,-0.01
0.08,-1.25,10.26,-0.11,0.05,-0.02
0.08,-1.26,10.27,-0.1,0.05,-0.01
0.09,-1.26,10.22,-0.09,0.05,-0.01
0.08,-1.26,10.26,-0.11,0.06,-0.01
0.08,-1.3,10.33,-0.14,0.07,-0.02
0.11,-1.28,10.15,-0.05,0.03,-0.01
0.05,-1.25,10.39,-0.13,0.06,-0.01
0.12,-1.27,10.28,-0.12,0.08,-0.02
0.1,-1.22,10.07,-0.06,0.07,0
0.1,-1.25,10.27,-0.13,0.08,-0.01
0.04,-1.35,10.4,-0.16,0.08,-0.02
0.09,-1.32,10.29,-0.1,0.06,-0.01
0.07,-1.24,10.21,-0.11,0.07,-0.01
0.13,-1.21,10.26,-0.14,0.09,-0.01
0.08,-1.26,10.35,-0.13,0.07,-0.02
0.03,-1.28,10.31,-0.12,0.06,-0.02
0.06,-1.25,10.26,-0.11,0.06,-0.01
0.09,-1.3,10.24,-0.11,0.06,-0.01
0.05,-1.32,10.28,-0.12,0.08,-0.01
0.03,-1.33,10.33,-0.13,0.05,-0.01
0.11,-1.23,10.1,-0.06,0.03,-0.01
0.09,-1.31,10.29,-0.13,0.07,-0.02
0.05,-1.35,10.35,-0.11,0.05,-0.01
0.03,-1.29,10.27,-0.08,0.05,-0.01
0.04,-1.24,10.2,-0.1,0.05,-0.01
0.1,-1.25,10.3,-0.12,0.06,-0.01
0.08,-1.28,10.25,-0.1,0.05,-0.01
0.05,-1.28,10.21,-0.1,0.05,-0.01
0.07,-1.26,10.27,-0.1,0.05,-0.01
0.08,-1.3,10.24,-0.09,0.04,-0.01
0.09,-1.29,10.26,-0.09,0.05,-0.01
0.1,-1.28,10.27,-0.1,0.05,-0.01
0.1,-1.27,10.25,-0.11,0.05,-0.01
0.1,-1.28,10.25,-0.1,0.05,-0.01
0.08,-1.27,10.27,-0.11,0.05,-0.02
0.06,-1.26,10.27,-0.1,0.05,-0.01
0.09,-1.26,10.28,-0.11,0.05,-0.01
0.08,-1.27,10.26,-0.1,0.05,-0.01
0.1,-1.23,10.22,-0.09,0.05,-0.01
0.07,-1.26,10.29,-0.13,0.07,-0.01
0.11,-1.28,10.31,-0.13,0.06,-0.01
0.12,-1.23,10.01,0,0.02,0
0.05,-1.27,10.41,-0.15,0.08,-0.02
0.11,-1.26,10.36,-0.13,0.08,-0.02
0.07,-1.21,10.06,-0.07,0.07,0
0.06,-1.27,10.35,-0.15,0.09,-0.02
0.05,-1.34,10.38,-0.15,0.07,-0.02
0.08,-1.28,10.24,-0.1,0.06,-0.01
0.1,-1.25,10.23,-0.12,0.08,-0.01
0.11,-1.24,10.28,-0.13,0.08,-0.01
0.07,-1.3,10.3,-0.12,0.07,-0.02
0.03,-1.27,10.3,-0.12,0.06,-0.02
0.07,-1.27,10.24,-0.11,0.06,-0.01
0.07,-1.29,10.24,-0.12,0.06,-0.01
0.01,-1.31,10.4,-0.14,0.08,-0.02
0.05,-1.31,10.18,-0.08,0.04,-0.01
0.1,-1.25,10.17,-0.08,0.05,-0.01
0.09,-1.32,10.31,-0.13,0.06,-0.02
0.07,-1.35,10.3,-0.1,0.05,-0.01
0.03,-1.3,10.22,-0.09,0.05,-0.01
0.04,-1.27,10.2,-0.1,0.05,-0.01
0.1,-1.28,10.3,-0.12,0.06,-0.01
0.08,-1.27,10.25,-0.1,0.05,-0.02
0.04,-1.27,10.24,-0.1,0.05,-0.01
0.07,-1.25,10.26,-0.1,0.04,-0.01
0.11,-1.28,10.25,-0.09,0.04,-0.01
0.09,-1.29,10.26,-0.09,0.05,-0.01
0.08,-1.27,10.25,-0.1,0.05,-0.01
0.11,-1.27,10.28,-0.1,0.05,-0.01
0.11,-1.28,10.27,-0.1,0.05,-0.01
0.07,-1.26,10.27,-0.11,0.05,-0.02
0.08,-1.26,10.26,-0.11,0.05,-0.01
0.06,-1.25,10.29,-0.11,0.05,-0.01
0.09,-1.25,10.25,-0.1,0.05,-0.01
0.1,-1.25,10.22,-0.09,0.06,-0.01
0.11,-1.29,10.32,-0.13,0.07,-0.02
0.12,-1.27,10.29,-0.13,0.06,-0.01
0.12,-1.25,10.04,0.01,0.03,0
0.02,-1.28,10.39,-0.15,0.08,-0.02
0.11,-1.24,10.34,-0.13,0.08,-0.01
0.09,-1.22,10.07,-0.07,0.07,0
0.06,-1.3,10.41,-0.16,0.09,-0.02
0.05,-1.36,10.36,-0.14,0.06,-0.01
0.07,-1.28,10.25,-0.1,0.06,-0.01
0.09,-1.25,10.21,-0.12,0.08,-0.01
0.11,-1.25,10.31,-0.14,0.09,-0.01
0.06,-1.3,10.32,-0.13,0.07,-0.02
0.05,-1.26,10.26,-0.12,0.06,-0.01
0.06,-1.26,10.24,-0.11,0.06,-0.01
0.05,-1.3,10.25,-0.12,0.06,-0.01
0.03,-1.33,10.4,-0.16,0.08,-0.02
0.06,-1.3,10.13,-0.08,0.04,0
0.08,-1.27,10.19,-0.08,0.05,-0.01
0.08,-1.33,10.34,-0.13,0.06,-0.02
0.06,-1.32,10.3,-0.09,0.05,-0.01
0.03,-1.27,10.23,-0.09,0.05,-0.01
0.05,-1.24,10.22,-0.1,0.06,-0.01
0.08,-1.27,10.3,-0.11,0.06,-0.01
0.06,-1.26,10.24,-0.1,0.05,-0.01
0.06,-1.28,10.25,-0.11,0.05,-0.01
0.11,-1.3,10.25,-0.1,0.04,-0.01
0.11,-1.28,10.27,-0.09,0.04,-0.01
0.07,-1.26,10.25,-0.1,0.05,-0.01
0.09,-1.28,10.24,-0.1,0.05,-0.01
0.1,-1.28,10.24,-0.11,0.05,-0.01
0.08,-1.26,10.26,-0.11,0.05,-0.02
0.08,-1.26,10.27,-0.1,0.05,-0.02
0.09,-1.27,10.28,-0.1,0.05,-0.01
0.1,-1.26,10.27,-0.1,0.05,-0.01
0.09,-1.26,10.22,-0.09,0.05,-0.01
0.07,-1.25,10.26,-0.12,0.06,-0.01
0.09,-1.29,10.32,-0.13,0.07,-0.02
0.11,-1.26,10.14,-0.04,0.03,-0.01
0.04,-1.26,10.44,-0.14,0.07,-0.02
0.1,-1.28,10.32,-0.13,0.09,-0.02
0.07,-1.22,10.08,-0.07,0.08,0
0.06,-1.25,10.26,-0.13,0.08,-0.02
0.07,-1.34,10.4,-0.16,0.08,-0.02
0.05,-1.3,10.23,-0.11,0.06,-0.01
0.06,-1.25,10.2,-0.11,0.07,-0.01
0.11,-1.25,10.27,-0.14,0.08,-0.01
0.1,-1.29,10.33,-0.13,0.07,-0.02
0.03,-1.3,10.3,-0.12,0.06,-0.02
0.05,-1.28,10.26,-0.11,0.06,-0.01
0.08,-1.29,10.26,-0.12,0.06,-0.01
0.03,-1.33,10.26,-0.12,0.08,-0.02
0.03,-1.34,10.26,-0.12,0.05,-0.01
0.09,-1.26,10.11,-0.07,0.04,-0.01
0.07,-1.32,10.31,-0.13,0.07,-0.02
0.06,-1.32,10.34,-0.1,0.05,-0.01
0.01,-1.31,10.26,-0.09,0.05,-0.01
0.02,-1.26,10.22,-0.1,0.06,-0.01
0.09,-1.28,10.31,-0.12,0.06,-0.01
0.07,-1.3,10.24,-0.1,0.05,-0.02
0.05,-1.29,10.24,-0.1,0.05,-0.01
0.06,-1.28,10.28,-0.1,0.05,-0.01
0.1,-1.28,10.25,-0.09,0.04,-0.01
0.09,-1.29,10.26,-0.09,0.05,-0.01
0.07,-1.27,10.25,-0.1,0.05,-0.01
0.11,-1.28,10.25,-0.11,0.05,-0.01
0.08,-1.3,10.24,-0.11,0.05,-0.01
0.05,-1.29,10.24,-0.1,0.05,-0.01
0.06,-1.26,10.26,-0.1,0.05,-0.01
0.05,-1.26,10.22,-0.09,0.05,-0.01
0.05,-1.29,10.28,-0.11,0.06,-0.01
0.09,-1.28,10.37,-0.14,0.07,-0.02
0.1,-1.27,10.21,-0.09,0.04,-0.01
0.05,-1.23,10.28,-0.07,0.04,-0.01
0.11,-1.27,10.26,-0.1,0.08,-0.01
0.09,-1.23,10.15,-0.08,0.08,-0.01
0.07,-1.26,10.18,-0.11,0.08,-0.01
0.06,-1.34,10.42,-0.17,0.08,-0.02
0.08,-1.34,10.26,-0.11,0.06,-0.01
0.07,-1.27,10.19,-0.11,0.07,-0.01
0.08,-1.25,10.26,-0.14,0.09,-0.01
0.1,-1.27,10.34,-0.13,0.07,-0.01
0.05,-1.31,10.29,-0.12,0.06,-0.02
0.03,-1.29,10.26,-0.12,0.07,-0.01
0.04,-1.29,10.22,-0.12,0.06,-0.01
