ax,ay,az,gx,gy,gz
-0.91,-1.7,10.1,-0.05,0.04,-0.01
-0.91,-1.66,10.11,-0.06,0.03,-0.01
-0.93,-1.66,10.11,-0.05,0.03,-0.01
-0.91,-1.64,10.08,-0.04,0.02,-0.01
-0.91,-1.62,10.11,-0.05,0.03,-0.01
-0.9,-1.6,10.1,-0.05,0.03,-0.01
-0.87,-1.58,10.1,-0.04,0.03,-0.01
-0.87,-1.58,10.12,-0.04,0.03,-0.01
-0.89,-1.6,10.12,-0.07,0.03,-0.01
-0.87,-1.56,10.17,-0.07,0.04,-0.01
-0.82,-1.5,9.99,0.04,0,0.01
-0.87,-1.6,10.22,-0.09,0.05,-0.01
-0.86,-1.44,10.19,-0.11,0.07,-0.02
-0.85,-1.41,9.99,-0.03,0.03,0
-0.87,-1.55,10.18,-0.07,0.04,-0.01
-0.87,-1.5,10.2,-0.09,0.05,-0.02
-0.87,-1.49,10.14,-0.07,0.04,0
-0.81,-1.5,10.13,-0.07,0.04,0
-0.77,-1.46,10.15,-0.09,0.05,-0.01
-0.85,-1.41,10.19,-0.09,0.06,-0.02
-0.84,-1.39,10.15,-0.1,0.05,-0.01
-0.83,-1.46,10.16,-0.1,0.05,-0.01
-0.82,-1.5,10.14,-0.11,0.06,-0.01
-0.83,-1.5,10.24,-0.15,0.08,-0.02
-0.78,-1.39,10.02,-0.09,0.04,0
-0.79,-1.48,10.16,-0.13,0.06,-0.01
-0.84,-1.45,10.18,-0.15,0.08,-0.02
-0.87,-1.46,10.18,-0.14,0.08,-0.02
-0.85,-1.48,10.15,-0.14,0.06,-0.02
-0.83,-1.52,10.15,-0.15,0.07,-0.02
-0.85,-1.49,10.11,-0.14,0.07,-0.01
-0.83,-1.46,10.09,-0.13,0.07,-0.02
-0.84,-1.46,10.14,-0.15,0.06,-0.01
-0.82,-1.51,10.12,-0.15,0.07,-0.02
-0.84,-1.53,10.14,-0.15,0.07,-0.02
-0.86,-1.57,10.11,-0.15,0.08,-0.02
-0.85,-1.58,10.13,-0.16,0.07,-0.02
-0.88,-1.58,10.15,-0.16,0.07,-0.02
-0.87,-1.56,10.13,-0.16,0.07,-0.02
-0.86,-1.57,10.11,-0.15,0.07,-0.02
-0.87,-1.59,10.1,-0.14,0.07,-0.02
-0.89,-1.6,10.13,-0.17,0.08,-0.02
-0.88,-1.66,10.18,-0.2,0.09,-0.03
-0.89,-1.65,10.09,-0.15,0.07,-0.02
-0.87,-1.63,10.03,-0.09,0.05,-0.01
-0.87,-1.68,10.17,-0.17,0.1,-0.02
-0.91,-1.57,10.07,-0.14,0.08,-0.01
-0.88,-1.65,10,-0.12,0.07,0
-0.91,-1.77,10.21,-0.17,0.09,-0.02
-0.95,-1.7,10.12,-0.17,0.09,-0.02
-0.92,-1.72,10.09,-0.14,0.08,-0.01
-0.88,-1.74,10.07,-0.16,0.08,-0.01
-0.93,-1.73,10.09,-0.16,0.09,-0.02
-0.96,-1.7,10.1,-0.16,0.09,-0.02
-0.95,-1.72,10.11,-0.16,0.09,-0.02
-0.92,-1.78,10.08,-0.16,0.08,-0.01
-0.97,-1.84,10.06,-0.15,0.1,-0.02
-0.99,-1.81,10.12,-0.19,0.09,-0.03
-0.94,-1.74,9.96,-0.1,0.05,-0.01
-0.95,-1.86,10.13,-0.15,0.08,-0.02
