ax,ay,az,gx,gy,gz
-0.04,-1.35,10.24,-0.05,0.04,-0.01
-0.02,-1.37,10.26,-0.08,0.04,-0.01
0.0,-1.35,10.28,-0.07,0.04,-0.01
0.01,-1.29,10.01,0.05,0.02,0.0
-0.01,-1.34,10.34,-0.09,0.05,-0.01
0.0,-1.28,10.29,-0.06,0.06,-0.01
0.01,-1.23,10.09,0.01,0.04,0.0
0.0,-1.3,10.39,-0.06,0.03,-0.01
-0.01,-1.29,10.34,-0.06,0.03,-0.01
0.0,-1.23,10.24,-0.02,0.03,-0.01
0.04,-1.19,10.18,-0.05,0.05,-0.01
0.09,-1.17,10.31,-0.07,0.04,-0.01
0.04,-1.17,10.3,-0.06,0.04,-0.01
0.02,-1.16,10.29,-0.05,0.04,-0.01
0.04,-1.14,10.25,-0.05,0.04,-0.01
0.07,-1.17,10.25,-0.08,0.05,-0.01
0.05,-1.17,10.4,-0.11,0.05,-0.01
0.08,-1.12,10.13,-0.03,0.03,0.0
0.06,-1.09,10.25,-0.06,0.03,-0.01
0.09,-1.12,10.34,-0.07,0.04,-0.01
0.03,-1.11,10.3,-0.05,0.05,-0.01
0.06,-1.07,10.34,-0.05,0.04,-0.01
0.07,-1.09,10.3,-0.05,0.04,-0.01
0.11,-1.05,10.29,-0.06,0.04,-0.01
0.09,-1.02,10.27,-0.05,0.04,-0.01
0.08,-1.02,10.27,-0.04,0.03,-0.01
0.11,-1.02,10.29,-0.04,0.02,-0.01
0.11,-0.98,10.29,-0.04,0.03,-0.01
0.11,-0.98,10.31,-0.05,0.03,-0.01
0.12,-0.94,10.31,-0.06,0.03,-0.01
0.14,-0.92,10.32,-0.06,0.03,-0.01
0.13,-0.94,10.34,-0.06,0.03,-0.01
0.15,-0.92,10.32,-0.05,0.03,-0.01
0.15,-0.91,10.29,-0.05,0.03,-0.01
0.15,-0.89,10.29,-0.06,0.03,-0.01
0.17,-0.9,10.32,-0.08,0.04,-0.01
0.15,-0.89,10.37,-0.11,0.04,-0.02
0.19,-0.89,10.29,-0.06,0.03,-0.01
0.18,-0.79,10.18,0.0,0.02,-0.01
0.18,-0.85,10.44,-0.14,0.08,-0.01
0.19,-0.81,10.17,-0.08,0.08,-0.01
0.16,-0.84,10.25,-0.1,0.06,-0.01
0.17,-0.9,10.51,-0.16,0.06,-0.02
0.14,-0.9,10.27,-0.12,0.06,-0.02
0.16,-0.82,10.2,-0.12,0.07,-0.01
0.2,-0.81,10.26,-0.17,0.08,-0.01
0.2,-0.84,10.3,-0.18,0.08,-0.02
0.13,-0.9,10.34,-0.18,0.09,-0.02
0.14,-0.9,10.29,-0.17,0.08,-0.01
0.17,-0.95,10.23,-0.18,0.08,-0.01
0.14,-0.99,10.31,-0.2,0.1,-0.02
0.12,-1.0,10.37,-0.22,0.09,-0.02
0.13,-0.94,10.16,-0.14,0.06,-0.01
0.12,-1.0,10.35,-0.19,0.07,-0.02
0.11,-1.04,10.36,-0.16,0.07,-0.02
0.08,-1.04,10.3,-0.16,0.08,-0.02
0.1,-1.04,10.24,-0.17,0.08,-0.01
0.13,-1.06,10.3,-0.19,0.08,-0.02
0.11,-1.1,10.26,-0.16,0.08,-0.02
0.1,-1.12,10.27,-0.14,0.08,-0.02
0.09,-1.12,10.26,-0.14,0.07,-0.01
0.11,-1.13,10.29,-0.14,0.06,-0.01
0.1,-1.12,10.29,-0.15,0.07,-0.01
0.08,-1.12,10.27,-0.15,0.07,-0.01
0.08,-1.14,10.27,-0.15,0.07,-0.01
0.06,-1.13,10.28,-0.15,0.07,-0.01
0.06,-1.17,10.3,-0.15,0.07,-0.02
0.06,-1.18,10.29,-0.14,0.06,-0.02
0.07,-1.19,10.24,-0.12,0.06,-0.02
0.07,-1.18,10.26,-0.12,0.06,-0.02
0.04,-1.17,10.26,-0.13,0.07,-0.02
0.07,-1.18,10.32,-0.15,0.06,-0.02
0.1,-1.2,10.29,-0.12,0.06,-0.01
0.07,-1.14,10.01,0.01,0.04,0.0
0.06,-1.2,10.35,-0.16,0.08,-0.01
0.05,-1.19,10.3,-0.15,0.09,-0.01
0.05,-1.17,10.09,-0.07,0.07,-0.01
0.06,-1.26,10.43,-0.13,0.06,-0.01
0.03,-1.29,10.39,-0.08,0.04,-0.01
