ax,ay,az,gx,gy,gz
-0.67,-1.17,10.21,-0.14,0.06,-0.01
-0.73,-1.14,10.22,-0.15,0.08,-0.02
-0.73,-1.14,10.21,-0.16,0.08,-0.02
-0.7,-1.2,10.19,-0.16,0.07,-0.01
-0.73,-1.28,10.27,-0.19,0.09,-0.02
-0.75,-1.24,10.14,-0.18,0.08,-0.02
-0.72,-1.2,10.1,-0.14,0.06,-0.01
-0.74,-1.31,10.22,-0.19,0.09,-0.02
-0.78,-1.27,10.23,-0.17,0.09,-0.02
-0.79,-1.3,10.24,-0.16,0.08,-0.02
-0.77,-1.3,10.18,-0.16,0.07,-0.02
-0.76,-1.36,10.19,-0.18,0.08,-0.02
-0.76,-1.34,10.16,-0.17,0.09,-0.02
-0.79,-1.32,10.15,-0.15,0.07,-0.02
-0.78,-1.36,10.15,-0.15,0.06,-0.01
-0.78,-1.38,10.19,-0.15,0.07,-0.02
-0.78,-1.37,10.18,-0.15,0.07,-0.02
-0.79,-1.4,10.18,-0.16,0.07,-0.02
-0.79,-1.41,10.15,-0.16,0.07,-0.01
-0.79,-1.43,10.16,-0.17,0.08,-0.01
-0.81,-1.47,10.25,-0.2,0.09,-0.02
-0.8,-1.43,10.16,-0.16,0.07,-0.02
-0.76,-1.38,10.02,-0.04,0.04,0.0
-0.85,-1.53,10.24,-0.18,0.09,-0.02
-0.81,-1.4,10.12,-0.16,0.08,-0.01
-0.79,-1.47,10.07,-0.1,0.06,0.0
-0.83,-1.55,10.24,-0.17,0.08,-0.02
-0.9,-1.53,10.2,-0.17,0.09,-0.03
-0.88,-1.52,10.17,-0.14,0.07,-0.01
-0.79,-1.55,10.11,-0.15,0.08,-0.01
-0.8,-1.55,10.14,-0.17,0.09,-0.01
-0.85,-1.52,10.15,-0.17,0.09,-0.02
-0.86,-1.53,10.16,-0.16,0.09,-0.01
-0.85,-1.59,10.13,-0.17,0.08,-0.01
-0.86,-1.64,10.16,-0.17,0.09,-0.01
-0.87,-1.62,10.18,-0.2,0.08,-0.03
-0.84,-1.61,10.02,-0.11,0.05,-0.01
-0.88,-1.67,10.18,-0.15,0.08,-0.02
-0.9,-1.63,10.16,-0.14,0.08,-0.02
-0.93,-1.65,10.17,-0.14,0.08,-0.02
-0.89,-1.62,10.1,-0.14,0.06,-0.01
-0.92,-1.7,10.14,-0.15,0.07,-0.01
-0.9,-1.66,10.08,-0.13,0.07,-0.02
-0.9,-1.66,10.05,-0.12,0.06,-0.01
-0.89,-1.68,10.13,-0.13,0.06,-0.02
-0.91,-1.68,10.13,-0.13,0.06,-0.01
-0.86,-1.69,10.09,-0.13,0.07,-0.02
-0.9,-1.73,10.07,-0.13,0.06,-0.02
-0.92,-1.72,10.12,-0.14,0.07,-0.01
-0.92,-1.71,10.08,-0.13,0.07,-0.02
-0.91,-1.7,10.09,-0.13,0.06,-0.02
-0.9,-1.74,10.07,-0.13,0.06,-0.02
