ax,ay,az,gx,gy,gz
0.0,-1.41,10.27,-0.11,0.05,-0.02
0.0,-1.39,10.2,-0.1,0.05,-0.01
0.0,-1.39,10.2,-0.09,0.05,-0.01
-0.01,-1.4,10.31,-0.14,0.06,-0.02
0.04,-1.45,10.24,-0.11,0.05,-0.01
0.03,-1.34,10.03,0.01,0.03,0.0
-0.03,-1.46,10.29,-0.12,0.08,-0.02
0.01,-1.38,10.27,-0.12,0.08,-0.01
0.0,-1.36,10.04,-0.07,0.07,0.0
-0.01,-1.46,10.35,-0.15,0.07,-0.02
-0.01,-1.47,10.32,-0.13,0.06,-0.01
-0.01,-1.42,10.2,-0.11,0.07,-0.01
-0.01,-1.37,10.19,-0.13,0.08,-0.01
0.01,-1.4,10.29,-0.14,0.08,-0.01
0.0,-1.43,10.3,-0.12,0.07,-0.01
-0.04,-1.39,10.22,-0.12,0.07,-0.01
0.0,-1.41,10.23,-0.11,0.06,-0.01
-0.02,-1.43,10.22,-0.12,0.07,-0.01
-0.04,-1.47,10.41,-0.17,0.08,-0.02
0.01,-1.41,10.09,-0.06,0.04,0.0
-0.02,-1.43,10.2,-0.1,0.06,-0.01
-0.05,-1.47,10.29,-0.12,0.05,-0.02
-0.07,-1.47,10.25,-0.1,0.05,-0.01
-0.06,-1.42,10.24,-0.1,0.06,-0.01
0.0,-1.4,10.25,-0.1,0.06,-0.01
0.03,-1.4,10.24,-0.11,0.06,-0.01
-0.01,-1.39,10.22,-0.11,0.06,-0.02
-0.03,-1.4,10.22,-0.11,0.06,-0.01
-0.01,-1.41,10.25,-0.1,0.05,-0.01
-0.02,-1.42,10.21,-0.09,0.05,-0.01
-0.02,-1.41,10.22,-0.1,0.06,-0.01
-0.01,-1.42,10.23,-0.11,0.06,-0.01
-0.03,-1.43,10.21,-0.12,0.06,-0.01
-0.05,-1.41,10.23,-0.11,0.05,-0.01
-0.03,-1.43,10.25,-0.11,0.05,-0.02
-0.02,-1.38,10.22,-0.1,0.05,-0.01
-0.03,-1.39,10.2,-0.1,0.06,-0.01
-0.02,-1.43,10.34,-0.15,0.07,-0.02
0.02,-1.43,10.25,-0.12,0.05,-0.01
0.02,-1.36,10.0,0.01,0.03,0.0
-0.02,-1.45,10.26,-0.12,0.08,-0.02
-0.01,-1.39,10.27,-0.11,0.08,-0.01
-0.02,-1.36,10.07,-0.07,0.08,-0.01
-0.03,-1.45,10.38,-0.15,0.08,-0.02
-0.06,-1.49,10.33,-0.13,0.06,-0.01
-0.04,-1.45,10.19,-0.11,0.06,-0.01
-0.03,-1.38,10.19,-0.11,0.07,0.0
0.0,-1.4,10.29,-0.12,0.07,-0.01
-0.03,-1.41,10.28,-0.12,0.06,-0.01
-0.08,-1.4,10.25,-0.12,0.06,-0.01
-0.03,-1.4,10.2,-0.11,0.06,-0.01
-0.01,-1.45,10.2,-0.12,0.07,-0.01
-0.08,-1.48,10.41,-0.18,0.07,-0.02
-0.03,-1.42,10.07,-0.07,0.04,0.0
-0.05,-1.44,10.2,-0.11,0.06,-0.01
-0.06,-1.48,10.27,-0.12,0.06,-0.01
-0.1,-1.48,10.25,-0.1,0.05,-0.01
-0.1,-1.45,10.22,-0.1,0.05,-0.01
-0.04,-1.4,10.23,-0.1,0.06,-0.01
0.0,-1.4,10.23,-0.12,0.06,-0.01
-0.03,-1.41,10.21,-0.11,0.06,-0.02
-0.05,-1.42,10.23,-0.11,0.06,-0.01
-0.03,-1.43,10.23,-0.1,0.05,-0.01
-0.01,-1.45,10.22,-0.1,0.05,-0.01
-0.04,-1.44,10.21,-0.1,0.05,-0.01
0.0,-1.42,10.21,-0.11,0.06,-0.01
-0.03,-1.44,10.23,-0.12,0.06,-0.01
-0.05,-1.44,10.24,-0.11,0.05,-0.01
-0.02,-1.45,10.22,-0.11,0.05,-0.02
-0.02,-1.42,10.24,-0.1,0.05,-0.01
-0.02,-1.4,10.21,-0.1,0.06,-0.01
-0.04,-1.43,10.32,-0.15,0.07,-0.02
-0.01,-1.44,10.24,-0.12,0.05,-0.01
-0.03,-1.38,10.03,0.0,0.04,0.0
-0.06,-1.49,10.26,-0.12,0.07,-0.02
0.0,-1.4,10.28,-0.1,0.08,-0.01
-0.04,-1.38,10.08,-0.07,0.07,0.0
-0.05,-1.48,10.34,-0.15,0.07,-0.02
-0.05,-1.49,10.3,-0.13,0.06,-0.01
-0.06,-1.45,10.18,-0.11,0.06,-0.01
-0.04,-1.39,10.17,-0.12,0.08,-0.01
-0.02,-1.42,10.28,-0.13,0.08,-0.01
-0.06,-1.45,10.27,-0.12,0.07,-0.01
-0.07,-1.43,10.26,-0.12,0.07,-0.01
-0.03,-1.44,10.19,-0.11,0.07,-0.01
-0.02,-1.45,10.21,-0.13,0.07,-0.01
-0.08,-1.49,10.41,-0.18,0.07,-0.02
-0.03,-1.47,10.08,-0.06,0.04,0.0
-0.05,-1.46,10.2,-0.1,0.06,-0.01
-0.06,-1.49,10.27,-0.11,0.05,-0.01
-0.1,-1.47,10.23,-0.1,0.05,-0.01
-0.1,-1.44,10.21,-0.1,0.05,-0.01
-0.05,-1.43,10.22,-0.11,0.06,-0.01
0.0,-1.44,10.21,-0.11,0.06,-0.01
