ax,ay,az,gx,gy,gz
-0.6,-1.5,10.17,-0.08,0.05,-0.01
-0.63,-1.48,10.21,-0.08,0.05,-0.01
-0.63,-1.48,10.2,-0.06,0.03,0.0
-0.61,-1.51,10.15,-0.07,0.03,-0.01
-0.64,-1.54,10.27,-0.13,0.07,-0.01
-0.64,-1.46,10.08,-0.07,0.04,0.0
-0.61,-1.47,10.21,-0.07,0.04,-0.01
-0.63,-1.48,10.26,-0.1,0.04,-0.02
-0.65,-1.47,10.17,-0.07,0.05,-0.01
-0.64,-1.45,10.22,-0.06,0.03,-0.01
-0.58,-1.45,10.26,-0.07,0.03,0.0
-0.59,-1.43,10.14,-0.07,0.03,-0.01
-0.58,-1.38,10.13,-0.07,0.03,-0.01
-0.58,-1.41,10.18,-0.07,0.03,-0.01
-0.55,-1.38,10.18,-0.07,0.03,-0.01
-0.55,-1.4,10.18,-0.09,0.04,-0.01
-0.59,-1.4,10.17,-0.11,0.05,-0.01
-0.57,-1.39,10.16,-0.13,0.06,-0.01
-0.57,-1.39,10.17,-0.15,0.07,-0.01
-0.58,-1.42,10.17,-0.15,0.08,-0.01
-0.56,-1.43,10.22,-0.14,0.07,-0.02
-0.57,-1.43,10.27,-0.17,0.07,-0.02
-0.56,-1.44,10.12,-0.15,0.06,-0.02
-0.53,-1.34,9.98,-0.04,0.04,-0.01
-0.56,-1.48,10.23,-0.2,0.13,-0.02
-0.61,-1.45,10.19,-0.21,0.12,-0.02
-0.63,-1.46,10.05,-0.16,0.1,-0.01
-0.65,-1.59,10.3,-0.22,0.12,-0.02
-0.66,-1.57,10.24,-0.17,0.09,-0.01
-0.65,-1.53,10.18,-0.14,0.08,-0.01
-0.61,-1.52,10.11,-0.16,0.09,-0.01
-0.6,-1.56,10.12,-0.2,0.11,-0.01
-0.65,-1.58,10.17,-0.22,0.12,-0.02
-0.69,-1.64,10.19,-0.21,0.11,-0.02
-0.69,-1.62,10.15,-0.18,0.08,-0.01
-0.67,-1.7,10.12,-0.19,0.1,-0.01
-0.71,-1.72,10.17,-0.25,0.12,-0.02
-0.71,-1.67,10.01,-0.18,0.09,-0.01
-0.71,-1.76,10.16,-0.19,0.09,-0.02
-0.73,-1.78,10.15,-0.18,0.09,-0.03
-0.78,-1.75,10.13,-0.16,0.08,-0.02
-0.78,-1.77,10.11,-0.15,0.07,-0.01
-0.72,-1.79,10.13,-0.16,0.07,-0.01
-0.72,-1.79,10.08,-0.15,0.07,-0.02
-0.76,-1.78,10.03,-0.16,0.08,-0.02
-0.77,-1.81,10.12,-0.16,0.08,-0.02
-0.77,-1.84,10.11,-0.14,0.07,-0.01
-0.75,-1.84,10.07,-0.15,0.08,-0.01
-0.78,-1.86,10.07,-0.17,0.09,-0.02
-0.8,-1.86,10.11,-0.18,0.09,-0.02
-0.8,-1.88,10.08,-0.17,0.09,-0.02
-0.82,-1.91,10.06,-0.19,0.1,-0.03
-0.8,-1.91,10.07,-0.13,0.07,-0.01
-0.81,-1.92,10.03,-0.13,0.07,-0.02
-0.81,-1.95,10.15,-0.18,0.09,-0.03
-0.84,-1.92,10.06,-0.15,0.08,-0.02
-0.8,-1.88,10.05,-0.09,0.04,-0.01
-0.79,-1.99,10.1,-0.16,0.09,-0.02
-0.84,-1.9,9.97,-0.12,0.09,0.0
-0.87,-1.94,9.96,-0.1,0.08,0.0
-0.86,-2.04,10.15,-0.16,0.09,-0.02
-0.9,-2.0,10.09,-0.16,0.08,-0.02
-0.89,-2.0,10.05,-0.13,0.08,0.0
-0.82,-1.98,10.01,-0.13,0.08,0.0
-0.83,-1.96,10.01,-0.15,0.1,-0.01
-0.85,-2.01,10.1,-0.17,0.1,-0.02
-0.92,-1.99,10.08,-0.16,0.09,-0.02
-0.91,-2.04,10.05,-0.14,0.08,-0.01
-0.86,-2.1,10.0,-0.13,0.08,0.0
-0.9,-2.1,10.13,-0.19,0.08,-0.02
-0.91,-2.02,9.89,-0.1,0.05,-0.01
-0.93,-2.11,10.08,-0.14,0.08,-0.02
-0.93,-2.06,10.06,-0.12,0.07,-0.02
-0.95,-2.09,10.05,-0.12,0.07,-0.02
-0.92,-2.08,10.04,-0.12,0.06,-0.01
-0.91,-2.09,10.07,-0.12,0.05,-0.01
-0.89,-2.09,10.0,-0.11,0.04,-0.02
-0.94,-2.06,9.97,-0.11,0.06,-0.02
-0.91,-2.07,10.02,-0.11,0.06,-0.01
-0.88,-2.1,10.04,-0.1,0.05,-0.01
-0.89,-2.1,9.99,-0.11,0.05,-0.01
-0.89,-2.09,10.01,-0.11,0.05,-0.02
-0.9,-2.11,10.02,-0.11,0.05,-0.02
-0.94,-2.07,10.01,-0.1,0.05,-0.01
-0.93,-2.1,10.04,-0.1,0.04,-0.01
-0.91,-2.09,10.03,-0.09,0.04,-0.01
-0.89,-2.08,10.02,-0.09,0.04,-0.01
-0.88,-2.09,9.98,-0.07,0.04,-0.02
-0.9,-2.05,10.03,-0.08,0.04,-0.01
-0.9,-2.09,10.09,-0.1,0.06,-0.01
-0.89,-2.04,10.01,-0.05,0.03,-0.01
-0.87,-2.02,10.07,-0.05,0.03,-0.01
-0.86,-2.04,10.08,-0.09,0.07,-0.02
-0.9,-1.94,9.93,-0.02,0.04,0.01
-0.86,-2.04,10.03,-0.03,0.03,0.0
-0.85,-2.04,10.15,-0.08,0.04,-0.02
-0.9,-2.0,10.07,-0.07,0.03,-0.01
-0.88,-1.96,10.03,-0.04,0.03,-0.01
-0.77,-1.91,10.04,-0.03,0.03,0.0
-0.81,-1.91,10.08,-0.05,0.04,-0.01
-0.85,-1.92,10.06,-0.06,0.05,-0.01
-0.84,-1.88,10.08,-0.06,0.04,-0.01
-0.86,-1.89,10.07,-0.06,0.04,0.0
-0.8,-1.92,10.06,-0.07,0.05,0.0
-0.84,-1.92,10.11,-0.1,0.05,-0.01
-0.8,-1.84,9.95,-0.03,0.02,0.0
-0.78,-1.9,10.11,-0.08,0.04,-0.01
-0.86,-1.87,10.08,-0.04,0.03,-0.01
-0.79,-1.85,10.14,0.0,0.02,0.01
-0.86,-1.77,10.14,0.05,-0.02,0.02
-0.73,-1.71,10.11,0.02,-0.01,0.02
-0.79,-1.74,10.03,-0.03,0.03,0.01
-0.72,-1.7,10.1,-0.05,0.02,0.01
-0.72,-1.68,10.13,-0.05,0.01,0.0
-0.72,-1.71,10.1,-0.06,0.03,-0.01
-0.74,-1.68,10.17,-0.06,0.03,-0.01
-0.69,-1.65,10.12,-0.08,0.03,-0.01
-0.71,-1.7,10.11,-0.09,0.04,-0.02
-0.74,-1.68,10.16,-0.08,0.03,-0.02
-0.72,-1.63,10.18,-0.06,0.01,-0.01
