ax,ay,az,gx,gy,gz
0.1,-1.12,10.29,-0.1,0.05,-0.02
0.11,-1.14,10.3,-0.1,0.05,-0.01
0.13,-1.1,10.26,-0.09,0.04,-0.01
0.09,-1.1,10.32,-0.11,0.06,-0.01
0.09,-1.09,10.38,-0.14,0.07,-0.02
0.12,-1.12,10.23,-0.08,0.03,-0.01
0.11,-1.04,10.22,-0.04,0.04,-0.01
0.13,-1.11,10.29,-0.12,0.09,-0.01
0.13,-1.07,10.23,-0.11,0.09,-0.01
0.11,-1.06,10.21,-0.1,0.07,-0.01
0.11,-1.17,10.46,-0.16,0.08,-0.02
0.12,-1.17,10.32,-0.11,0.06,-0.01
0.09,-1.11,10.22,-0.1,0.07,-0.01
0.09,-1.1,10.27,-0.14,0.08,-0.01
0.11,-1.11,10.35,-0.15,0.09,-0.01
0.09,-1.11,10.36,-0.13,0.08,-0.02
0.07,-1.14,10.29,-0.11,0.07,-0.01
0.07,-1.11,10.23,-0.11,0.06,-0.01
0.07,-1.15,10.25,-0.12,0.07,-0.01
0.06,-1.19,10.38,-0.15,0.07,-0.01
0.11,-1.11,10.1,-0.07,0.04,-0.01
0.09,-1.18,10.33,-0.14,0.07,-0.02
0.05,-1.23,10.35,-0.12,0.06,-0.02
0.09,-1.18,10.29,-0.09,0.06,-0.01
0.05,-1.14,10.26,-0.1,0.06,-0.01
0.08,-1.14,10.33,-0.13,0.07,-0.01
0.08,-1.13,10.27,-0.11,0.05,-0.01
0.05,-1.14,10.27,-0.11,0.05,-0.01
0.06,-1.14,10.3,-0.1,0.05,-0.01
0.07,-1.16,10.3,-0.09,0.04,-0.01
0.08,-1.15,10.28,-0.1,0.05,-0.01
0.11,-1.16,10.28,-0.1,0.05,-0.01
0.12,-1.14,10.25,-0.1,0.05,-0.01
0.13,-1.18,10.28,-0.11,0.05,-0.01
0.12,-1.17,10.29,-0.11,0.06,-0.02
0.11,-1.14,10.28,-0.1,0.05,-0.02
0.09,-1.14,10.3,-0.11,0.05,-0.02
0.07,-1.14,10.28,-0.1,0.05,-0.02
0.06,-1.12,10.29,-0.11,0.06,-0.02
0.08,-1.15,10.36,-0.13,0.06,-0.02
0.09,-1.14,10.29,-0.09,0.04,-0.01
0.08,-1.06,10.14,-0.02,0.03,0.0
0.08,-1.15,10.3,-0.12,0.09,-0.01
0.08,-1.12,10.23,-0.11,0.09,-0.01
0.09,-1.1,10.18,-0.1,0.07,-0.01
0.1,-1.19,10.47,-0.16,0.08,-0.02
0.08,-1.2,10.33,-0.11,0.06,0.0
0.11,-1.13,10.19,-0.09,0.06,-0.01
0.1,-1.11,10.23,-0.13,0.09,-0.01
0.11,-1.16,10.36,-0.16,0.09,-0.02
0.08,-1.16,10.35,-0.13,0.07,-0.02
0.05,-1.14,10.29,-0.11,0.06,-0.01
0.06,-1.15,10.25,-0.11,0.06,-0.01
0.06,-1.19,10.29,-0.13,0.07,-0.01
0.07,-1.19,10.4,-0.16,0.07,-0.02
0.07,-1.16,10.09,-0.06,0.03,-0.01
0.07,-1.21,10.3,-0.14,0.07,-0.02
0.07,-1.23,10.36,-0.12,0.06,-0.02
0.06,-1.2,10.26,-0.09,0.06,-0.01
0.02,-1.17,10.24,-0.09,0.06,-0.01
0.07,-1.16,10.3,-0.12,0.06,-0.01
0.1,-1.18,10.28,-0.11,0.06,-0.01
0.03,-1.16,10.27,-0.11,0.06,-0.01
0.07,-1.17,10.29,-0.1,0.05,-0.01
0.07,-1.18,10.27,-0.1,0.04,-0.01
0.08,-1.2,10.31,-0.1,0.05,-0.01
0.09,-1.18,10.27,-0.1,0.05,-0.01
0.1,-1.18,10.26,-0.11,0.06,-0.01
0.13,-1.18,10.29,-0.11,0.06,-0.02
0.06,-1.2,10.28,-0.11,0.06,-0.02
0.05,-1.17,10.3,-0.11,0.05,-0.02
0.05,-1.19,10.27,-0.11,0.05,-0.02
0.08,-1.18,10.24,-0.1,0.05,-0.01
0.05,-1.16,10.3,-0.12,0.07,-0.01
0.08,-1.17,10.34,-0.14,0.07,-0.02
0.1,-1.18,10.24,-0.09,0.04,-0.01
0.06,-1.13,10.27,-0.08,0.05,-0.01
0.13,-1.19,10.29,-0.13,0.09,-0.02
0.07,-1.15,10.15,-0.09,0.09,-0.01
0.06,-1.15,10.22,-0.12,0.08,-0.01
0.06,-1.25,10.47,-0.17,0.08,-0.02
0.07,-1.23,10.31,-0.11,0.05,-0.01
0.07,-1.18,10.18,-0.1,0.07,-0.01
0.06,-1.17,10.26,-0.14,0.09,-0.01
0.08,-1.2,10.35,-0.16,0.08,-0.02
0.02,-1.22,10.3,-0.13,0.07,-0.02
