ax,ay,az,gx,gy,gz
-0.43,-1.72,10.18,-0.13,0.07,-0.01
-0.38,-1.76,10.15,-0.13,0.07,-0.01
-0.37,-1.77,10.13,-0.13,0.08,-0.01
-0.42,-1.84,10.24,-0.17,0.08,-0.02
-0.41,-1.74,10.03,-0.09,0.05,-0.01
-0.4,-1.81,10.18,-0.13,0.07,-0.02
-0.42,-1.76,10.17,-0.1,0.06,-0.01
-0.43,-1.79,10.16,-0.11,0.06,-0.01
-0.42,-1.76,10.14,-0.12,0.06,-0.01
-0.39,-1.79,10.18,-0.12,0.06,-0.01
-0.4,-1.81,10.14,-0.1,0.06,-0.01
-0.4,-1.77,10.11,-0.1,0.06,-0.02
-0.41,-1.76,10.13,-0.1,0.05,-0.01
-0.39,-1.78,10.17,-0.1,0.05,-0.01
-0.39,-1.78,10.13,-0.11,0.05,-0.01
-0.41,-1.81,10.15,-0.11,0.06,-0.01
-0.4,-1.79,10.14,-0.11,0.06,-0.01
-0.38,-1.77,10.14,-0.11,0.06,-0.01
-0.4,-1.78,10.14,-0.11,0.06,-0.01
-0.42,-1.78,10.14,-0.11,0.06,-0.01
-0.39,-1.78,10.12,-0.11,0.05,-0.01
-0.41,-1.82,10.18,-0.09,0.05,-0.01
-0.42,-1.77,10.09,-0.1,0.05,-0.01
-0.39,-1.78,10.15,-0.1,0.05,-0.01
-0.41,-1.79,10.22,-0.12,0.06,-0.02
-0.42,-1.77,10.08,-0.07,0.04,-0.01
-0.38,-1.77,10.17,-0.08,0.04,-0.01
-0.4,-1.76,10.21,-0.11,0.07,-0.01
-0.44,-1.7,10.03,-0.05,0.05,0.0
-0.38,-1.76,10.11,-0.06,0.05,0.0
-0.39,-1.8,10.25,-0.09,0.05,-0.02
-0.44,-1.78,10.18,-0.08,0.05,-0.01
-0.4,-1.74,10.14,-0.09,0.05,-0.01
-0.33,-1.7,10.17,-0.09,0.05,-0.01
-0.35,-1.7,10.22,-0.09,0.05,-0.01
-0.41,-1.72,10.19,-0.09,0.06,-0.01
-0.41,-1.7,10.19,-0.08,0.05,-0.01
-0.36,-1.73,10.14,-0.08,0.05,-0.01
-0.36,-1.74,10.15,-0.08,0.06,-0.01
-0.36,-1.75,10.21,-0.11,0.06,-0.01
-0.37,-1.67,10.04,-0.05,0.04,0.0
-0.34,-1.71,10.21,-0.1,0.05,-0.02
-0.38,-1.69,10.21,-0.07,0.04,-0.01
-0.4,-1.67,10.23,-0.06,0.04,-0.01
-0.39,-1.65,10.18,-0.07,0.04,-0.01
-0.35,-1.67,10.18,-0.07,0.03,-0.01
-0.36,-1.66,10.15,-0.07,0.04,-0.01
-0.35,-1.62,10.18,-0.07,0.04,-0.02
-0.34,-1.61,10.18,-0.06,0.03,-0.01
-0.31,-1.57,10.18,-0.06,0.03,0.0
-0.33,-1.59,10.17,-0.07,0.04,-0.01
-0.34,-1.58,10.17,-0.08,0.04,-0.01
-0.31,-1.58,10.2,-0.09,0.05,-0.01
-0.35,-1.58,10.18,-0.08,0.04,-0.01
-0.34,-1.57,10.18,-0.09,0.04,-0.01
-0.32,-1.58,10.19,-0.09,0.04,-0.01
-0.31,-1.57,10.18,-0.09,0.04,-0.01
-0.29,-1.55,10.16,-0.08,0.04,-0.01
-0.29,-1.57,10.19,-0.11,0.05,-0.01
-0.32,-1.59,10.23,-0.12,0.06,-0.02
-0.3,-1.51,10.01,-0.01,0.02,0.0
-0.3,-1.57,10.32,-0.11,0.05,-0.02
-0.28,-1.51,10.29,-0.13,0.08,-0.02
-0.32,-1.49,10.04,-0.06,0.05,0.0
-0.28,-1.57,10.24,-0.09,0.05,-0.01
-0.31,-1.59,10.3,-0.1,0.05,-0.02
-0.33,-1.55,10.18,-0.08,0.05,-0.01
-0.3,-1.52,10.18,-0.09,0.05,-0.01
-0.24,-1.48,10.19,-0.1,0.05,-0.01
-0.25,-1.49,10.22,-0.1,0.06,-0.01
-0.31,-1.5,10.21,-0.11,0.07,-0.01
-0.3,-1.51,10.19,-0.12,0.06,-0.01
-0.26,-1.54,10.18,-0.13,0.07,-0.01
-0.26,-1.58,10.29,-0.18,0.09,-0.02
-0.29,-1.52,10.07,-0.12,0.07,-0.01
-0.28,-1.54,10.16,-0.13,0.07,-0.01
-0.3,-1.54,10.28,-0.16,0.07,-0.02
-0.32,-1.57,10.21,-0.14,0.08,-0.02
-0.37,-1.56,10.2,-0.15,0.08,-0.01
-0.32,-1.56,10.18,-0.15,0.07,-0.01
-0.31,-1.6,10.18,-0.15,0.08,-0.02
-0.31,-1.59,10.16,-0.15,0.08,-0.02
-0.36,-1.58,10.17,-0.15,0.07,-0.02
-0.32,-1.61,10.18,-0.15,0.07,-0.02
-0.31,-1.62,10.19,-0.15,0.07,-0.02
-0.33,-1.63,10.17,-0.14,0.07,-0.01
-0.34,-1.66,10.17,-0.15,0.07,-0.01
-0.34,-1.66,10.2,-0.15,0.07,-0.02
-0.35,-1.66,10.15,-0.14,0.07,-0.02
-0.35,-1.67,10.19,-0.14,0.07,-0.02
-0.34,-1.68,10.18,-0.14,0.07,-0.02
-0.34,-1.69,10.16,-0.13,0.06,-0.02
-0.34,-1.7,10.16,-0.13,0.07,-0.01
-0.39,-1.72,10.24,-0.16,0.08,-0.02
-0.36,-1.7,10.18,-0.13,0.06,-0.01
-0.34,-1.67,10.01,-0.05,0.04,0.0
-0.34,-1.73,10.2,-0.14,0.08,-0.02
-0.39,-1.66,10.15,-0.11,0.08,-0.01
-0.38,-1.68,10.07,-0.08,0.06,0.0
-0.37,-1.78,10.26,-0.13,0.07,-0.01
-0.41,-1.76,10.18,-0.12,0.06,-0.01
-0.39,-1.74,10.14,-0.12,0.07,-0.01
-0.34,-1.71,10.11,-0.13,0.07,-0.01
-0.31,-1.69,10.18,-0.13,0.07,-0.01
-0.38,-1.7,10.18,-0.13,0.08,-0.01
-0.42,-1.73,10.19,-0.14,0.08,-0.01
-0.4,-1.74,10.15,-0.13,0.07,-0.01
-0.39,-1.79,10.11,-0.14,0.08,-0.01
-0.38,-1.83,10.26,-0.18,0.08,-0.02
-0.42,-1.75,10.02,-0.1,0.05,-0.01
-0.41,-1.81,10.17,-0.13,0.06,-0.02
-0.42,-1.78,10.18,-0.11,0.06,-0.02
-0.45,-1.81,10.18,-0.12,0.07,-0.02
-0.43,-1.78,10.14,-0.12,0.06,-0.01
-0.4,-1.79,10.14,-0.12,0.06,-0.01
-0.38,-1.81,10.12,-0.11,0.06,-0.01
-0.42,-1.8,10.11,-0.11,0.06,-0.02
-0.4,-1.78,10.13,-0.11,0.06,-0.01
