ax,ay,az,gx,gy,gz
-0.32,-1.28,10.24,-0.1,0.05,-0.01
-0.3,-1.32,10.22,-0.1,0.05,-0.01
-0.34,-1.31,10.21,-0.1,0.05,-0.01
-0.33,-1.32,10.2,-0.11,0.06,-0.01
-0.33,-1.33,10.22,-0.11,0.06,-0.01
-0.35,-1.32,10.23,-0.11,0.05,-0.01
-0.34,-1.3,10.23,-0.11,0.05,-0.02
-0.35,-1.32,10.19,-0.09,0.05,-0.01
-0.34,-1.3,10.19,-0.11,0.06,-0.02
-0.33,-1.33,10.33,-0.15,0.07,-0.02
-0.34,-1.33,10.23,-0.09,0.05,-0.01
-0.38,-1.25,10.18,-0.06,0.04,-0.01
-0.35,-1.32,10.25,-0.12,0.07,-0.02
-0.33,-1.28,10.11,-0.07,0.08,0.0
-0.36,-1.29,10.12,-0.08,0.08,-0.01
-0.37,-1.36,10.37,-0.16,0.08,-0.01
-0.32,-1.38,10.25,-0.12,0.06,-0.01
-0.36,-1.31,10.16,-0.11,0.07,-0.01
-0.33,-1.26,10.18,-0.14,0.08,-0.01
-0.34,-1.31,10.32,-0.14,0.07,-0.01
-0.37,-1.33,10.29,-0.11,0.06,-0.01
-0.36,-1.32,10.23,-0.11,0.06,-0.01
-0.34,-1.32,10.19,-0.12,0.07,-0.01
-0.35,-1.36,10.22,-0.13,0.07,-0.02
-0.41,-1.38,10.36,-0.16,0.06,-0.02
-0.35,-1.33,10.06,-0.05,0.03,0.0
-0.37,-1.36,10.26,-0.11,0.06,-0.02
-0.38,-1.37,10.29,-0.1,0.05,-0.01
-0.38,-1.35,10.25,-0.09,0.05,-0.01
-0.36,-1.31,10.19,-0.09,0.06,-0.01
-0.33,-1.29,10.23,-0.12,0.06,-0.01
-0.33,-1.34,10.25,-0.11,0.06,-0.01
-0.35,-1.3,10.21,-0.1,0.06,-0.01
-0.34,-1.3,10.23,-0.1,0.05,-0.01
-0.31,-1.32,10.24,-0.1,0.05,-0.01
-0.34,-1.32,10.21,-0.1,0.05,-0.01
-0.33,-1.33,10.22,-0.1,0.05,-0.01
-0.36,-1.34,10.22,-0.11,0.06,-0.01
-0.36,-1.33,10.23,-0.11,0.05,-0.01
-0.34,-1.31,10.23,-0.11,0.05,-0.02
-0.33,-1.3,10.22,-0.11,0.05,-0.01
-0.35,-1.31,10.19,-0.09,0.05,-0.01
-0.34,-1.3,10.23,-0.11,0.06,-0.02
-0.33,-1.32,10.33,-0.14,0.06,-0.02
-0.3,-1.33,10.21,-0.08,0.04,-0.01
-0.34,-1.24,10.18,-0.04,0.04,-0.01
-0.34,-1.32,10.24,-0.12,0.07,-0.02
-0.34,-1.26,10.13,-0.08,0.08,-0.01
-0.35,-1.27,10.12,-0.08,0.08,-0.01
-0.34,-1.34,10.4,-0.16,0.08,-0.01
-0.34,-1.36,10.26,-0.12,0.07,-0.01
-0.37,-1.32,10.16,-0.1,0.07,-0.01
-0.34,-1.24,10.21,-0.14,0.08,-0.01
-0.35,-1.31,10.3,-0.14,0.07,-0.01
-0.38,-1.29,10.29,-0.12,0.06,-0.02
-0.38,-1.3,10.23,-0.12,0.06,-0.01
-0.34,-1.33,10.19,-0.12,0.06,-0.01
-0.34,-1.37,10.22,-0.13,0.07,-0.02
-0.38,-1.41,10.4,-0.17,0.06,-0.02
-0.33,-1.33,10.07,-0.06,0.03,-0.01
-0.37,-1.36,10.25,-0.12,0.06,-0.02
-0.36,-1.38,10.28,-0.12,0.05,-0.01
-0.41,-1.39,10.25,-0.09,0.05,-0.01
-0.35,-1.33,10.19,-0.1,0.05,-0.01
-0.32,-1.32,10.25,-0.12,0.06,-0.01
-0.32,-1.33,10.25,-0.12,0.06,-0.02
-0.35,-1.32,10.21,-0.11,0.06,-0.02
-0.37,-1.35,10.23,-0.11,0.05,-0.02
-0.35,-1.36,10.24,-0.1,0.05,-0.01
-0.33,-1.36,10.23,-0.1,0.05,-0.01
-0.34,-1.34,10.22,-0.11,0.06,-0.01
-0.35,-1.36,10.25,-0.12,0.06,-0.01
-0.34,-1.36,10.2,-0.12,0.05,-0.01
-0.35,-1.35,10.21,-0.12,0.06,-0.02
-0.34,-1.33,10.22,-0.11,0.06,-0.01
-0.35,-1.34,10.2,-0.11,0.06,-0.01
-0.33,-1.34,10.28,-0.14,0.06,-0.02
-0.31,-1.36,10.25,-0.11,0.05,-0.01
-0.34,-1.26,10.0,0.01,0.03,-0.01
-0.38,-1.38,10.3,-0.12,0.07,-0.02
-0.34,-1.32,10.29,-0.11,0.07,-0.01
-0.34,-1.29,10.02,-0.05,0.07,0.0
-0.38,-1.35,10.33,-0.15,0.08,-0.02
-0.37,-1.43,10.32,-0.14,0.06,-0.01
-0.37,-1.36,10.18,-0.1,0.06,-0.01
-0.37,-1.3,10.16,-0.11,0.07,-0.01
-0.34,-1.31,10.27,-0.13,0.07,-0.01
-0.37,-1.33,10.28,-0.12,0.06,-0.02
-0.39,-1.32,10.23,-0.12,0.06,-0.02
-0.36,-1.34,10.2,-0.11,0.06,-0.01
-0.31,-1.37,10.19,-0.12,0.06,-0.01
-0.37,-1.41,10.41,-0.17,0.07,-0.02
-0.37,-1.37,10.08,-0.06,0.03,-0.01
-0.38,-1.35,10.19,-0.08,0.05,-0.01
-0.35,-1.37,10.28,-0.11,0.05,-0.01
-0.37,-1.37,10.25,-0.09,0.05,-0.01
-0.4,-1.33,10.21,-0.09,0.05,-0.01
-0.34,-1.32,10.23,-0.11,0.06,-0.01
-0.31,-1.34,10.26,-0.12,0.06,-0.01
-0.36,-1.33,10.18,-0.1,0.06,-0.02
-0.37,-1.32,10.2,-0.1,0.05,-0.02
-0.35,-1.34,10.23,-0.1,0.05,-0.01
-0.33,-1.36,10.21,-0.09,0.05,-0.01
-0.32,-1.34,10.23,-0.1,0.05,-0.01
-0.35,-1.35,10.2,-0.11,0.06,-0.01
-0.37,-1.35,10.23,-0.11,0.05,-0.01
-0.35,-1.33,10.24,-0.1,0.04,-0.01
-0.34,-1.34,10.22,-0.1,0.05,-0.01
-0.35,-1.31,10.21,-0.09,0.05,-0.01
-0.34,-1.3,10.2,-0.1,0.06,-0.02
-0.34,-1.35,10.31,-0.14,0.06,-0.02
-0.32,-1.36,10.23,-0.11,0.05,-0.01
-0.32,-1.27,10.02,0.01,0.03,0.0
-0.36,-1.36,10.27,-0.12,0.08,-0.02
-0.38,-1.31,10.26,-0.12,0.08,-0.01
-0.33,-1.28,10.02,-0.06,0.07,0.0
