ax,ay,az,gx,gy,gz
0.05,-0.5,10.31,-0.07,0.05,-0.01
0.05,-0.55,10.31,-0.1,0.05,-0.01
0.03,-0.49,10.38,-0.14,0.06,-0.01
0.06,-0.48,10.18,-0.07,0.04,0.0
0.04,-0.52,10.32,-0.09,0.04,-0.01
0.04,-0.51,10.37,-0.09,0.05,-0.01
0.03,-0.49,10.33,-0.12,0.07,-0.02
0.03,-0.48,10.32,-0.13,0.06,-0.01
0.07,-0.46,10.36,-0.16,0.08,-0.01
0.05,-0.49,10.25,-0.13,0.07,-0.01
0.03,-0.49,10.26,-0.15,0.07,-0.02
0.05,-0.53,10.34,-0.16,0.07,-0.02
0.06,-0.57,10.35,-0.17,0.07,-0.01
0.03,-0.59,10.35,-0.17,0.07,-0.01
0.04,-0.57,10.31,-0.17,0.07,-0.01
0.01,-0.57,10.33,-0.18,0.07,-0.02
0.02,-0.59,10.31,-0.19,0.07,-0.02
0.01,-0.62,10.29,-0.17,0.07,-0.02
0.0,-0.64,10.34,-0.2,0.08,-0.02
0.03,-0.67,10.4,-0.23,0.08,-0.02
0.02,-0.71,10.27,-0.15,0.06,-0.01
-0.01,-0.63,10.19,-0.09,0.05,-0.01
0.0,-0.73,10.46,-0.26,0.1,-0.02
0.01,-0.74,10.2,-0.18,0.11,-0.02
-0.06,-0.75,10.3,-0.19,0.09,-0.02
-0.03,-0.83,10.51,-0.24,0.08,-0.02
-0.03,-0.83,10.28,-0.2,0.09,-0.02
-0.03,-0.82,10.22,-0.19,0.1,-0.02
-0.04,-0.82,10.29,-0.21,0.1,-0.01
-0.03,-0.87,10.31,-0.22,0.1,-0.02
-0.07,-0.91,10.32,-0.21,0.1,-0.02
-0.08,-0.91,10.31,-0.2,0.09,-0.02
-0.08,-0.95,10.26,-0.19,0.08,-0.02
-0.11,-1.02,10.34,-0.2,0.11,-0.02
-0.09,-1.02,10.27,-0.2,0.08,-0.01
-0.09,-0.98,10.12,-0.12,0.06,-0.01
-0.1,-1.02,10.39,-0.18,0.07,-0.02
-0.14,-1.04,10.35,-0.16,0.08,-0.02
-0.12,-1.07,10.29,-0.16,0.09,-0.02
-0.16,-1.05,10.28,-0.17,0.08,-0.02
-0.13,-1.04,10.26,-0.18,0.09,-0.02
-0.11,-1.07,10.21,-0.16,0.08,-0.01
-0.16,-1.09,10.24,-0.16,0.07,-0.02
-0.15,-1.11,10.27,-0.16,0.07,-0.02
-0.11,-1.13,10.27,-0.16,0.07,-0.01
-0.15,-1.13,10.27,-0.16,0.07,-0.01
-0.18,-1.14,10.25,-0.16,0.07,-0.01
-0.17,-1.15,10.25,-0.16,0.07,-0.01
-0.16,-1.17,10.27,-0.16,0.07,-0.02
-0.19,-1.17,10.27,-0.16,0.07,-0.02
-0.17,-1.19,10.24,-0.15,0.07,-0.02
-0.17,-1.18,10.2,-0.14,0.07,-0.01
-0.2,-1.22,10.28,-0.17,0.07,-0.02
-0.17,-1.24,10.3,-0.17,0.08,-0.02
-0.16,-1.26,10.23,-0.13,0.07,-0.01
-0.23,-1.19,10.18,-0.09,0.05,-0.01
-0.22,-1.26,10.4,-0.2,0.09,-0.02
-0.17,-1.22,10.1,-0.09,0.09,-0.01
-0.24,-1.24,10.2,-0.09,0.08,-0.01
-0.22,-1.3,10.38,-0.15,0.07,-0.02
-0.21,-1.3,10.25,-0.14,0.06,-0.02
-0.23,-1.26,10.16,-0.15,0.08,-0.02
-0.2,-1.24,10.23,-0.16,0.08,-0.01
-0.17,-1.26,10.3,-0.15,0.07,-0.01
-0.22,-1.28,10.27,-0.15,0.08,-0.02
-0.23,-1.31,10.28,-0.14,0.07,-0.01
-0.23,-1.33,10.21,-0.15,0.07,-0.01
-0.23,-1.36,10.22,-0.14,0.07,-0.01
