ax,ay,az,gx,gy,gz
-0.45,-1.46,10.16,-0.03,0.07,-0.01
-0.45,-1.28,10.2,-0.06,0.09,-0.02
-0.5,-1.31,10.32,-0.11,0.1,-0.02
-0.49,-1.4,10.19,-0.05,0.06,-0.01
-0.49,-1.37,10.13,0.0,0.05,0.0
-0.51,-1.27,10.29,-0.07,0.1,-0.01
-0.48,-1.23,10.14,-0.02,0.07,0.0
-0.53,-1.34,10.2,-0.02,0.05,0.0
-0.47,-1.31,10.42,-0.05,0.05,0.0
-0.46,-1.26,10.22,0.01,0.03,0.02
-0.45,-1.21,10.18,-0.02,0.04,0.0
-0.49,-1.19,10.21,-0.05,0.05,-0.01
-0.48,-1.16,10.26,-0.05,0.05,-0.01
-0.43,-1.13,10.29,-0.04,0.05,0.0
-0.46,-1.14,10.28,-0.05,0.04,-0.01
-0.49,-1.15,10.22,-0.06,0.04,-0.01
-0.48,-1.17,10.22,-0.05,0.06,0.0
-0.46,-1.07,10.29,-0.09,0.06,0.0
-0.45,-1.02,10.11,-0.05,0.03,0.0
-0.51,-1.16,10.32,-0.12,0.06,-0.02
-0.43,-1.16,10.31,-0.06,0.05,-0.01
-0.42,-1.08,10.28,-0.05,0.05,0.0
-0.47,-1.01,10.26,-0.06,0.04,-0.01
-0.47,-1.06,10.29,-0.08,0.05,-0.01
-0.44,-1.06,10.22,-0.06,0.04,-0.01
-0.45,-0.98,10.26,-0.05,0.04,0.0
-0.44,-1.02,10.27,-0.06,0.03,0.0
-0.44,-1.01,10.25,-0.07,0.03,-0.01
-0.42,-1.05,10.27,-0.07,0.03,-0.01
-0.38,-0.97,10.27,-0.06,0.03,0.0
-0.39,-0.95,10.27,-0.06,0.03,0.0
-0.43,-0.98,10.28,-0.07,0.03,-0.01
-0.43,-1.01,10.28,-0.06,0.03,-0.01
-0.37,-0.93,10.25,-0.05,0.03,-0.01
-0.4,-0.89,10.27,-0.05,0.03,-0.01
-0.36,-0.92,10.3,-0.08,0.04,-0.01
-0.37,-0.94,10.3,-0.09,0.05,-0.01
-0.35,-0.89,10.12,0.03,0.0,0.01
-0.39,-0.86,10.32,-0.08,0.05,-0.01
-0.41,-0.89,10.32,-0.1,0.07,-0.01
-0.31,-0.84,10.13,-0.04,0.05,0.0
-0.41,-0.86,10.41,-0.09,0.05,-0.01
-0.39,-0.84,10.4,-0.08,0.05,0.0
-0.36,-0.89,10.18,-0.06,0.04,0.0
-0.35,-0.84,10.22,-0.09,0.06,-0.01
-0.34,-0.75,10.31,-0.12,0.06,-0.02
-0.34,-0.78,10.31,-0.11,0.06,-0.01
-0.32,-0.82,10.28,-0.1,0.06,-0.01
-0.35,-0.8,10.24,-0.13,0.06,-0.02
-0.36,-0.85,10.21,-0.17,0.08,-0.02
-0.37,-0.87,10.36,-0.22,0.11,-0.02
-0.33,-0.83,10.18,-0.17,0.07,-0.02
-0.38,-0.88,10.27,-0.19,0.09,-0.02
-0.4,-0.94,10.38,-0.19,0.09,-0.02
-0.35,-0.93,10.31,-0.17,0.1,-0.02
-0.38,-0.94,10.24,-0.18,0.09,-0.03
-0.43,-0.96,10.28,-0.19,0.09,-0.03
-0.42,-0.96,10.27,-0.17,0.1,-0.02
-0.44,-0.96,10.26,-0.18,0.09,-0.02
-0.46,-1.02,10.23,-0.19,0.09,-0.03
-0.41,-1.06,10.24,-0.17,0.09,-0.02
-0.44,-1.09,10.28,-0.17,0.1,-0.02
-0.46,-1.06,10.29,-0.17,0.09,-0.02
-0.45,-1.11,10.2,-0.17,0.08,-0.02
-0.47,-1.12,10.22,-0.18,0.09,-0.03
-0.48,-1.13,10.29,-0.23,0.09,-0.03
-0.51,-1.12,10.26,-0.2,0.09,-0.03
-0.51,-1.19,10.2,-0.18,0.08,-0.03
-0.5,-1.24,10.24,-0.22,0.08,-0.03
-0.5,-1.2,10.34,-0.26,0.09,-0.04
-0.45,-1.21,10.2,-0.19,0.06,-0.02
-0.49,-1.19,10.16,-0.15,0.05,-0.02
