ax,ay,az,gx,gy,gz
-0.89,-1.75,10.13,-0.06,0.04,-0.01
-0.83,-1.78,10.07,-0.05,0.03,0.0
-0.82,-1.77,10.09,-0.06,0.04,-0.01
-0.8,-1.76,10.07,-0.06,0.04,-0.01
-0.79,-1.7,10.1,-0.06,0.03,-0.01
-0.78,-1.7,10.09,-0.05,0.02,-0.01
-0.78,-1.71,10.11,-0.06,0.03,-0.01
-0.77,-1.69,10.12,-0.07,0.04,-0.01
-0.78,-1.68,10.11,-0.08,0.04,-0.01
-0.81,-1.69,10.13,-0.07,0.04,-0.01
-0.79,-1.68,10.13,-0.07,0.03,-0.01
-0.8,-1.64,10.11,-0.07,0.03,-0.01
-0.76,-1.63,10.12,-0.06,0.03,-0.01
-0.75,-1.65,10.13,-0.08,0.04,-0.01
-0.73,-1.66,10.18,-0.11,0.06,-0.02
-0.77,-1.6,10.02,-0.04,0.03,-0.01
-0.73,-1.57,10.15,-0.05,0.02,-0.01
-0.71,-1.61,10.18,-0.13,0.08,-0.02
-0.76,-1.53,10.02,-0.09,0.07,0.0
-0.76,-1.59,10.15,-0.09,0.06,-0.01
-0.76,-1.64,10.27,-0.13,0.07,-0.02
-0.78,-1.63,10.12,-0.1,0.06,-0.01
-0.8,-1.58,10.12,-0.09,0.06,0.0
-0.69,-1.56,10.14,-0.11,0.05,0.0
-0.71,-1.6,10.13,-0.13,0.07,-0.02
-0.77,-1.56,10.16,-0.14,0.08,-0.02
-0.78,-1.59,10.15,-0.13,0.07,-0.01
-0.77,-1.61,10.1,-0.13,0.06,-0.01
-0.75,-1.65,10.19,-0.17,0.1,-0.02
-0.78,-1.62,10.04,-0.16,0.08,-0.02
-0.75,-1.64,10.08,-0.12,0.06,-0.01
-0.77,-1.68,10.17,-0.16,0.08,-0.02
-0.8,-1.66,10.12,-0.15,0.08,-0.02
-0.83,-1.66,10.15,-0.15,0.08,-0.02
-0.79,-1.68,10.13,-0.15,0.06,-0.01
-0.79,-1.73,10.09,-0.17,0.08,-0.02
-0.8,-1.69,10.07,-0.16,0.09,-0.02
-0.8,-1.7,10.08,-0.15,0.07,-0.02
-0.78,-1.71,10.1,-0.15,0.07,-0.01
-0.79,-1.77,10.07,-0.16,0.08,-0.02
-0.81,-1.77,10.09,-0.18,0.09,-0.02
-0.81,-1.8,10.1,-0.17,0.09,-0.02
-0.82,-1.82,10.09,-0.16,0.08,-0.02
-0.84,-1.8,10.07,-0.16,0.07,-0.02
-0.82,-1.81,10.06,-0.16,0.07,-0.02
-0.84,-1.81,10.06,-0.15,0.07,-0.02
-0.87,-1.86,10.08,-0.16,0.08,-0.02
-0.84,-1.87,10.16,-0.19,0.09,-0.02
-0.86,-1.87,10.01,-0.14,0.07,-0.02
-0.84,-1.87,10.07,-0.13,0.06,-0.02
-0.86,-1.87,10.11,-0.21,0.12,-0.03
-0.9,-1.83,9.96,-0.14,0.09,-0.01
-0.87,-1.91,10.05,-0.12,0.07,0.0
-0.88,-1.97,10.15,-0.17,0.09,-0.02
-0.94,-1.94,10.05,-0.16,0.09,-0.02
-0.93,-1.95,10.03,-0.14,0.08,-0.01
-0.87,-1.94,10.01,-0.15,0.09,-0.01
-0.87,-1.97,10.06,-0.16,0.09,-0.01
-0.96,-1.96,10.05,-0.17,0.1,-0.02
-0.96,-1.97,10.07,-0.16,0.09,-0.02
-0.92,-1.98,10.04,-0.14,0.07,-0.01
-0.94,-2.03,9.97,-0.15,0.1,-0.01
-0.97,-2.07,10.08,-0.2,0.09,-0.02
-0.95,-2.0,9.92,-0.11,0.05,-0.01
-0.97,-2.11,10.09,-0.14,0.08,-0.02
-0.99,-2.05,10.07,-0.13,0.08,-0.02
-1.0,-2.1,10.07,-0.12,0.07,-0.02
-0.98,-2.05,10.04,-0.11,0.06,-0.01
-0.96,-2.07,10.05,-0.12,0.05,-0.01
-0.97,-2.06,9.95,-0.12,0.06,-0.01
-0.98,-2.05,9.97,-0.12,0.07,-0.02
-0.98,-2.05,10.02,-0.11,0.06,-0.01
-0.96,-2.07,10.04,-0.11,0.06,-0.01
-0.92,-2.08,10.0,-0.12,0.06,-0.01
-0.98,-2.07,10.03,-0.13,0.07,-0.02
-0.98,-2.1,10.04,-0.12,0.06,-0.01
-0.98,-2.12,10.01,-0.12,0.06,-0.01
-0.96,-2.1,10.02,-0.11,0.05,-0.01
-0.97,-2.11,10.0,-0.11,0.05,-0.01
-0.99,-2.09,10.01,-0.11,0.05,-0.01
-0.99,-2.07,10.0,-0.1,0.05,-0.01
-0.98,-2.07,9.97,-0.1,0.05,-0.01
-0.99,-2.11,10.04,-0.13,0.08,-0.02
-0.99,-2.06,9.96,-0.1,0.06,-0.01
-0.98,-2.05,10.02,-0.07,0.04,-0.01
