ax,ay,az,gx,gy,gz
0.11,-0.98,10.29,-0.06,0.05,-0.01
0.11,-0.97,10.2,-0.02,0.03,0.0
0.13,-1.02,10.49,-0.08,0.03,-0.02
0.11,-0.99,10.38,-0.04,0.02,-0.01
0.14,-0.93,10.24,-0.02,0.02,-0.01
0.17,-0.89,10.24,-0.06,0.04,-0.01
0.21,-0.88,10.32,-0.09,0.05,-0.01
0.14,-0.88,10.33,-0.07,0.05,-0.01
0.16,-0.87,10.33,-0.06,0.04,-0.01
0.18,-0.88,10.27,-0.06,0.04,-0.01
0.14,-0.89,10.31,-0.07,0.06,-0.01
0.17,-0.89,10.4,-0.13,0.06,-0.01
0.19,-0.83,10.13,-0.05,0.03,0.0
0.17,-0.84,10.37,-0.12,0.05,-0.02
0.14,-0.89,10.37,-0.1,0.05,-0.02
0.14,-0.85,10.34,-0.09,0.06,-0.01
0.15,-0.83,10.24,-0.11,0.05,-0.01
0.2,-0.84,10.33,-0.13,0.06,-0.01
0.2,-0.86,10.31,-0.13,0.07,-0.01
0.17,-0.86,10.26,-0.14,0.07,-0.02
0.18,-0.88,10.27,-0.15,0.07,-0.02
0.17,-0.89,10.31,-0.16,0.07,-0.02
0.16,-0.93,10.32,-0.17,0.08,-0.02
0.15,-0.92,10.31,-0.17,0.08,-0.01
0.15,-0.94,10.3,-0.17,0.08,-0.01
0.15,-0.94,10.31,-0.18,0.08,-0.02
0.1,-0.96,10.35,-0.19,0.09,-0.03
0.12,-0.97,10.3,-0.17,0.08,-0.02
0.13,-1.0,10.3,-0.18,0.09,-0.02
0.14,-1.03,10.39,-0.21,0.1,-0.02
0.11,-1.07,10.24,-0.14,0.06,-0.02
0.09,-1.02,10.31,-0.15,0.07,-0.02
0.1,-1.07,10.39,-0.19,0.11,-0.02
0.07,-1.02,10.16,-0.13,0.1,-0.01
0.07,-1.09,10.26,-0.15,0.09,-0.01
0.07,-1.14,10.46,-0.18,0.08,-0.02
0.06,-1.14,10.3,-0.13,0.07,-0.01
0.04,-1.1,10.18,-0.15,0.09,-0.02
0.08,-1.1,10.27,-0.2,0.11,-0.02
0.08,-1.14,10.34,-0.2,0.11,-0.02
0.01,-1.16,10.31,-0.18,0.1,-0.02
0.03,-1.17,10.3,-0.17,0.1,-0.02
0.02,-1.24,10.23,-0.18,0.1,-0.02
0.02,-1.26,10.29,-0.19,0.12,-0.02
0.0,-1.25,10.29,-0.18,0.09,-0.01
-0.01,-1.24,10.1,-0.12,0.07,-0.01
-0.01,-1.28,10.34,-0.18,0.09,-0.02
-0.05,-1.31,10.32,-0.15,0.08,-0.02
-0.06,-1.31,10.29,-0.14,0.08,-0.02
-0.05,-1.3,10.24,-0.15,0.08,-0.01
