ax,ay,az,gx,gy,gz
0.36,-1.07,10.34,-0.14,0.08,-0.02
0.31,-1.06,10.29,-0.12,0.07,-0.02
0.34,-1.07,10.27,-0.11,0.05,-0.01
0.35,-1.07,10.3,-0.1,0.05,-0.01
0.37,-1.1,10.29,-0.1,0.05,-0.01
0.35,-1.1,10.28,-0.1,0.06,-0.01
0.32,-1.1,10.28,-0.1,0.06,-0.01
0.35,-1.1,10.3,-0.1,0.05,-0.01
0.32,-1.1,10.29,-0.11,0.05,-0.02
0.32,-1.07,10.29,-0.1,0.05,-0.02
0.35,-1.09,10.29,-0.1,0.05,-0.01
0.34,-1.06,10.26,-0.1,0.05,-0.01
0.34,-1.06,10.3,-0.12,0.06,-0.01
0.35,-1.08,10.39,-0.15,0.07,-0.02
0.38,-1.11,10.26,-0.11,0.05,-0.01
0.33,-1.02,10.05,0.02,0.02,-0.01
0.3,-1.11,10.32,-0.13,0.09,-0.02
0.35,-1.05,10.31,-0.13,0.09,-0.01
0.34,-1.05,10.12,-0.08,0.07,-0.01
0.32,-1.12,10.44,-0.15,0.07,-0.02
0.31,-1.16,10.35,-0.11,0.05,-0.01
0.31,-1.08,10.23,-0.1,0.06,-0.01
0.33,-1.05,10.23,-0.13,0.08,-0.01
0.35,-1.1,10.34,-0.15,0.08,-0.01
0.33,-1.1,10.33,-0.14,0.07,-0.01
0.31,-1.1,10.31,-0.12,0.07,-0.01
0.34,-1.11,10.29,-0.12,0.07,-0.01
0.32,-1.13,10.27,-0.14,0.08,-0.01
0.29,-1.17,10.49,-0.18,0.09,-0.01
0.31,-1.15,10.19,-0.09,0.04,0.0
0.31,-1.11,10.2,-0.1,0.06,-0.01
0.3,-1.18,10.38,-0.13,0.06,-0.01
0.26,-1.18,10.29,-0.1,0.05,-0.01
0.26,-1.12,10.29,-0.11,0.06,-0.01
0.32,-1.12,10.26,-0.11,0.05,-0.01
0.33,-1.14,10.3,-0.12,0.06,-0.01
1.0,,,,,
0.29,-1.1,10.25,-0.11,0.06,-0.01
0.32,-1.12,10.29,-0.11,0.05,-0.01
0.33,-1.17,10.32,-0.1,0.06,-0.01
0.3,-1.16,10.25,-0.1,0.06,-0.01
0.3,-1.14,10.26,-0.11,0.07,-0.01
0.29,-1.13,10.31,-0.11,0.07,-0.01
0.3,-1.14,10.27,-0.11,0.06,-0.01
0.3,-1.13,10.3,-0.1,0.06,-0.01
0.28,-1.14,10.26,-0.1,0.05,-0.01
0.29,-1.13,10.28,-0.1,0.05,-0.01
0.3,-1.11,10.26,-0.1,0.05,-0.01
0.31,-1.13,10.28,-0.11,0.06,-0.01
0.3,-1.15,10.42,-0.15,0.07,-0.02
0.34,-1.15,10.26,-0.1,0.04,-0.01
0.28,-1.08,10.17,-0.01,0.03,-0.01
0.29,-1.15,10.29,-0.1,0.07,-0.02
0.31,-1.08,10.22,-0.09,0.08,-0.01
0.31,-1.09,10.19,-0.08,0.07,-0.01
0.28,-1.18,10.45,-0.15,0.07,-0.02
0.29,-1.19,10.33,-0.11,0.05,-0.01
0.31,-1.13,10.22,-0.1,0.06,-0.01
0.32,-1.09,10.23,-0.13,0.07,-0.01
0.33,-1.13,10.35,-0.13,0.07,-0.01
0.3,-1.12,10.31,-0.11,0.06,-0.01
0.3,-1.09,10.3,-0.11,0.06,-0.01
0.32,-1.13,10.26,-0.11,0.06,-0.01
0.29,-1.15,10.29,-0.13,0.07,-0.01
0.26,-1.17,10.45,-0.16,0.08,-0.01
0.3,-1.12,10.12,-0.06,0.04,0.0
0.28,-1.15,10.26,-0.12,0.06,-0.02
0.3,-1.18,10.34,-0.13,0.06,-0.02
0.27,-1.18,10.29,-0.11,0.06,-0.01
